FIR_Number,Crime_Type,District,Police_Station,Latitude,Longitude,Date,Status,IPC_Sections,Risk_Level,AI_Confidence,Prediction_Flag
KSP/BEN/2025/05184,MISSING PERSON,Bengaluru Dist,Devanahalli,13.0442,77.6569,2025-10-16 00:57:00,Solved,Sec 363 IPC,Medium,90.9,Standard Monitoring
KSP/UTT/2024/05185,MISSING PERSON,Uttara Kannada,Sirsi Town,14.7746,74.1433,2024-01-27 05:35:00,Charge Sheeted,Sec 363 IPC,Medium,96.4,Standard Monitoring
KSP/BEN/2025/05186,CrPC OFFENCES,Bengaluru City,Electronic City,12.9886,77.6113,2025-07-18 00:18:00,Charge Sheeted,"Sec 107, 151 CrPC",Low,96.7,Standard Monitoring
KSP/BID/2025/05187,CrPC OFFENCES,Bidar,Gandhi Gunj,17.9815,77.5517,2025-08-01 12:00:00,Charge Sheeted,"Sec 107, 151 CrPC",Low,97.9,Standard Monitoring
KSP/SHI/2025/05188,HURT / ASSAULT,Shivamogga,Bhadravathi,13.9599,75.5533,2025-05-08 23:36:00,Closed,"Sec 323, 324, 504 IPC",High,88.8,High Risk Zone
KSP/TUM/2024/05189,MISSING PERSON,Tumakuru,Sira,13.3604,77.023,2024-04-22 21:04:00,Charge Sheeted,Sec 363 IPC,Medium,89.1,Standard Monitoring
KSP/BEN/2024/05190,KPA 1963 VIOLATIONS,Bengaluru City,Whitefield,12.975,77.5296,2024-08-12 02:04:00,Charge Sheeted,"Sec 78, 87 KPA",Low,89.2,Standard Monitoring
KSP/RAM/2025/05191,THEFT,Ramanagara,Kanakapura,12.7052,77.2834,2025-03-16 05:06:00,Closed,Sec 379 IPC,Medium,85.8,Standard Monitoring
KSP/BEL/2025/05192,THEFT,Belagavi,Market PS,15.8304,74.4394,2025-12-05 22:06:00,Solved,Sec 379 IPC,Medium,86.9,Standard Monitoring
KSP/CHI/2024/05193,HURT / ASSAULT,Chikkaballapura,Town PS,13.4906,77.7796,2024-01-02 13:14:00,Pending,"Sec 323, 324, 504 IPC",High,97.7,High Risk Zone
KSP/CHI/2026/05194,MISSING PERSON,Chikkamagaluru,Basavanahalli,13.3545,75.6974,2026-04-18 02:31:00,Charge Sheeted,Sec 363 IPC,Medium,95.3,Standard Monitoring
KSP/CHA/2025/05195,MOTOR VEHICLE ACCIDENTS NON-FATAL,Chamarajanagar,Kollegal,11.8999,77.0079,2025-05-03 17:58:00,Pending,"Sec 279, 337 IPC",Medium,93.0,Standard Monitoring
KSP/HUB/2024/05196,CrPC OFFENCES,Hubballi-Dharwad,Kamripeth,15.2894,75.0879,2024-07-20 08:38:00,Solved,"Sec 107, 151 CrPC",Low,93.0,Standard Monitoring
KSP/KOL/2024/05197,MOTOR VEHICLE ACCIDENTS NON-FATAL,Kolar,Robertsonpet,13.186,78.109,2024-08-01 21:19:00,Charge Sheeted,"Sec 279, 337 IPC",Medium,86.6,Standard Monitoring
KSP/BEN/2025/05198,MISSING PERSON,Bengaluru City,Yelahanka,12.9034,77.5354,2025-02-08 03:37:00,Charge Sheeted,Sec 363 IPC,Medium,95.0,Standard Monitoring
KSP/BEN/2024/05199,CrPC OFFENCES,Bengaluru City,Jayanagar,12.9562,77.585,2024-09-01 06:59:00,Closed,"Sec 107, 151 CrPC",Low,86.5,Standard Monitoring
KSP/BEN/2026/05200,MISSING PERSON,Bengaluru City,Yelahanka,12.9286,77.6224,2026-04-04 06:49:00,Charge Sheeted,Sec 363 IPC,Medium,85.8,Standard Monitoring
KSP/BEN/2026/05201,THEFT,Bengaluru City,Whitefield,12.9378,77.5504,2026-02-01 12:10:00,Pending,Sec 379 IPC,Medium,90.1,Standard Monitoring
KSP/BEL/2026/05202,CrPC OFFENCES,Belagavi,Market PS,15.9161,74.5174,2026-03-01 01:23:00,Solved,"Sec 107, 151 CrPC",Low,90.7,Standard Monitoring
KSP/KAL/2025/05203,CrPC OFFENCES,Kalaburagi,University PS,17.3907,76.8019,2025-01-13 08:47:00,Investigating,"Sec 107, 151 CrPC",Low,93.7,Standard Monitoring
KSP/UDU/2024/05204,BURGLARY / HOUSE BREAKING,Udupi,Kundapura,13.345,74.766,2024-12-05 04:25:00,Investigating,"Sec 454, 457, 380 IPC",High,97.0,High Risk Zone
KSP/BEN/2024/05205,MOTOR VEHICLE ACCIDENTS NON-FATAL,Bengaluru City,Cubbon Park,12.9538,77.5963,2024-12-23 08:46:00,Closed,"Sec 279, 337 IPC",Medium,88.5,Standard Monitoring
KSP/MYS/2024/05206,HURT / ASSAULT,Mysuru,Devaraja PS,12.3793,76.6614,2024-04-26 11:27:00,Closed,"Sec 323, 324, 504 IPC",High,85.5,High Risk Zone
KSP/BEN/2024/05207,HURT / ASSAULT,Bengaluru City,Electronic City,13.0098,77.5206,2024-04-30 08:27:00,Pending,"Sec 323, 324, 504 IPC",High,93.0,High Risk Zone
KSP/BEN/2025/05208,HURT / ASSAULT,Bengaluru City,Hebbal,12.9988,77.6035,2025-12-12 09:50:00,Investigating,"Sec 323, 324, 504 IPC",High,88.7,High Risk Zone
KSP/TUM/2024/05209,KPA 1963 VIOLATIONS,Tumakuru,Sira,13.316,77.1041,2024-12-07 10:57:00,Closed,"Sec 78, 87 KPA",Low,97.9,Standard Monitoring
KSP/BEN/2026/05210,MISSING PERSON,Bengaluru City,Whitefield,12.9106,77.5379,2026-02-16 03:14:00,Solved,Sec 363 IPC,Medium,97.0,Standard Monitoring
KSP/BAL/2024/05211,THEFT,Ballari,Gandhinagar,15.0982,76.8489,2024-05-12 09:59:00,Solved,Sec 379 IPC,Medium,94.4,Standard Monitoring
KSP/MAN/2025/05212,BURGLARY / HOUSE BREAKING,Mangaluru,Barkarke,12.9761,74.8998,2025-08-25 17:57:00,Closed,"Sec 454, 457, 380 IPC",High,88.1,High Risk Zone
KSP/BEN/2025/05213,BURGLARY / HOUSE BREAKING,Bengaluru City,Cubbon Park,12.8983,77.6438,2025-04-29 01:10:00,Charge Sheeted,"Sec 454, 457, 380 IPC",High,91.8,High Risk Zone
KSP/BEN/2024/05214,KPA 1963 VIOLATIONS,Bengaluru Dist,Devanahalli,13.1161,77.5083,2024-01-25 04:08:00,Solved,"Sec 78, 87 KPA",Low,95.7,Standard Monitoring
KSP/DAV/2025/05215,THEFT,Davanagere,Vidyanagar,14.4375,75.8503,2025-03-20 02:50:00,Investigating,Sec 379 IPC,Medium,92.6,Standard Monitoring
KSP/VIJ/2025/05216,MOTOR VEHICLE ACCIDENTS NON-FATAL,Vijayapura,Adarsh Nagar,16.7623,75.7074,2025-04-19 20:08:00,Charge Sheeted,"Sec 279, 337 IPC",Medium,96.2,Standard Monitoring
KSP/KAL/2025/05217,CrPC OFFENCES,Kalaburagi,Station Bazar,17.3226,76.7744,2025-12-01 15:06:00,Investigating,"Sec 107, 151 CrPC",Low,97.9,Standard Monitoring
KSP/MAN/2024/05218,NARCOTICS (NDPS),Mangaluru,Barkarke,12.9081,74.8467,2024-12-21 10:56:00,Investigating,"Sec 20(b), 22 NDPS Act",Critical,92.7,High Risk Zone
KSP/HUB/2024/05219,KPA 1963 VIOLATIONS,Hubballi-Dharwad,Vidyagiri,15.3569,75.1469,2024-12-31 23:42:00,Closed,"Sec 78, 87 KPA",Low,95.7,Standard Monitoring
KSP/BEN/2024/05220,CYBER CRIME & FRAUD,Bengaluru City,Koramangala,12.9613,77.5774,2024-10-30 02:51:00,Solved,"Sec 66D IT Act, 420 IPC",High,89.5,High Risk Zone
KSP/TUM/2024/05221,HURT / ASSAULT,Tumakuru,Gubbi,13.3146,77.1352,2024-11-19 10:07:00,Solved,"Sec 323, 324, 504 IPC",High,87.3,High Risk Zone
KSP/BEN/2024/05222,HURT / ASSAULT,Bengaluru City,Electronic City,13.0428,77.5577,2024-06-23 10:07:00,Solved,"Sec 323, 324, 504 IPC",High,98.5,High Risk Zone
KSP/BAL/2024/05223,THEFT,Ballari,Brucepet,15.1271,76.9929,2024-08-04 07:31:00,Pending,Sec 379 IPC,Medium,85.8,Standard Monitoring
KSP/BEN/2024/05224,MOTOR VEHICLE ACCIDENTS NON-FATAL,Bengaluru City,Yelahanka,12.8948,77.6225,2024-03-16 23:51:00,Charge Sheeted,"Sec 279, 337 IPC",Medium,94.8,Standard Monitoring
KSP/VIJ/2025/05225,MISSING PERSON,Vijayapura,Adarsh Nagar,16.7856,75.6664,2025-02-14 00:54:00,Investigating,Sec 363 IPC,Medium,94.9,Standard Monitoring
KSP/MYS/2026/05226,MOTOR VEHICLE ACCIDENTS NON-FATAL,Mysuru,Nazarbad,12.3349,76.5927,2026-05-15 07:42:00,Closed,"Sec 279, 337 IPC",Medium,90.1,Standard Monitoring
KSP/BEN/2024/05227,MOTOR VEHICLE ACCIDENTS NON-FATAL,Bengaluru City,Electronic City,12.956,77.5524,2024-03-16 16:59:00,Closed,"Sec 279, 337 IPC",Medium,98.0,Standard Monitoring
KSP/MAN/2025/05228,MOTOR VEHICLE ACCIDENTS NON-FATAL,Mangaluru,Surathkal,12.9465,74.9294,2025-11-15 15:03:00,Closed,"Sec 279, 337 IPC",Medium,86.1,Standard Monitoring
KSP/CHI/2024/05229,KPA 1963 VIOLATIONS,Chikkaballapura,Gauribidanur,13.439,77.7334,2024-03-27 10:16:00,Investigating,"Sec 78, 87 KPA",Low,98.3,Standard Monitoring
KSP/MAN/2024/05230,THEFT,Mangaluru,Panambur,12.9539,74.8755,2024-12-29 05:53:00,Solved,Sec 379 IPC,Medium,92.4,Standard Monitoring
KSP/KOP/2024/05231,NARCOTICS (NDPS),Koppal,Town PS,15.3724,76.2311,2024-06-01 10:32:00,Investigating,"Sec 20(b), 22 NDPS Act",Critical,95.9,High Risk Zone
KSP/HUB/2025/05232,HURT / ASSAULT,Hubballi-Dharwad,Dharwad Town,15.3371,75.1602,2025-04-21 13:42:00,Pending,"Sec 323, 324, 504 IPC",High,94.5,High Risk Zone
KSP/DAV/2025/05233,CrPC OFFENCES,Davanagere,Vidyanagar,14.472,75.849,2025-06-30 23:16:00,Investigating,"Sec 107, 151 CrPC",Low,97.5,Standard Monitoring
KSP/BID/2026/05234,BURGLARY / HOUSE BREAKING,Bidar,Gandhi Gunj,17.8946,77.4829,2026-01-06 23:18:00,Charge Sheeted,"Sec 454, 457, 380 IPC",High,90.2,High Risk Zone
KSP/BAL/2024/05235,CrPC OFFENCES,Ballari,Gandhinagar,15.2104,76.8844,2024-06-24 00:52:00,Pending,"Sec 107, 151 CrPC",Low,98.3,Standard Monitoring
KSP/BEN/2026/05236,HURT / ASSAULT,Bengaluru City,Whitefield,12.9469,77.5603,2026-04-20 06:57:00,Solved,"Sec 323, 324, 504 IPC",High,89.5,High Risk Zone
KSP/BEN/2025/05237,HURT / ASSAULT,Bengaluru City,Indiranagar,13.0425,77.5905,2025-11-12 15:19:00,Investigating,"Sec 323, 324, 504 IPC",High,86.5,High Risk Zone
KSP/TUM/2025/05238,NARCOTICS (NDPS),Tumakuru,Gubbi,13.2832,77.0362,2025-11-20 16:00:00,Solved,"Sec 20(b), 22 NDPS Act",Critical,98.5,High Risk Zone
KSP/BEN/2024/05239,KPA 1963 VIOLATIONS,Bengaluru City,Cubbon Park,12.9455,77.5345,2024-07-10 19:46:00,Solved,"Sec 78, 87 KPA",Low,88.1,Standard Monitoring
KSP/BAL/2026/05240,MOTOR VEHICLE ACCIDENTS NON-FATAL,Ballari,Brucepet,15.1449,76.8817,2026-04-18 06:58:00,Investigating,"Sec 279, 337 IPC",Medium,93.8,Standard Monitoring
KSP/BEN/2024/05241,KPA 1963 VIOLATIONS,Bengaluru City,Jayanagar,12.9314,77.5238,2024-09-02 07:04:00,Pending,"Sec 78, 87 KPA",Low,97.6,Standard Monitoring
KSP/BEN/2026/05242,KPA 1963 VIOLATIONS,Bengaluru City,Whitefield,12.9002,77.5284,2026-05-01 07:43:00,Closed,"Sec 78, 87 KPA",Low,93.3,Standard Monitoring
KSP/BEN/2026/05243,MOTOR VEHICLE ACCIDENTS NON-FATAL,Bengaluru City,Jayanagar,12.9986,77.6431,2026-03-04 20:44:00,Solved,"Sec 279, 337 IPC",Medium,93.6,Standard Monitoring
KSP/MYS/2024/05244,KPA 1963 VIOLATIONS,Mysuru,Vidyaranyapuram,12.2832,76.6201,2024-09-09 06:10:00,Charge Sheeted,"Sec 78, 87 KPA",Low,94.1,Standard Monitoring
KSP/BID/2024/05245,HURT / ASSAULT,Bidar,Market PS,17.9014,77.4545,2024-12-14 17:35:00,Closed,"Sec 323, 324, 504 IPC",High,90.4,High Risk Zone
KSP/BEN/2025/05246,MISSING PERSON,Bengaluru Dist,Doddaballapura,13.0587,77.545,2025-03-06 16:56:00,Solved,Sec 363 IPC,Medium,93.5,Standard Monitoring
KSP/BEN/2026/05247,MOTOR VEHICLE ACCIDENTS NON-FATAL,Bengaluru City,Hebbal,12.9098,77.5871,2026-04-07 13:46:00,Closed,"Sec 279, 337 IPC",Medium,94.3,Standard Monitoring
KSP/BEL/2025/05248,CrPC OFFENCES,Belagavi,Tilakwadi,15.9192,74.5204,2025-06-28 05:56:00,Charge Sheeted,"Sec 107, 151 CrPC",Low,97.1,Standard Monitoring
KSP/MYS/2025/05249,MISSING PERSON,Mysuru,Devaraja PS,12.2315,76.7286,2025-10-08 18:19:00,Solved,Sec 363 IPC,Medium,92.2,Standard Monitoring
KSP/BEN/2026/05250,MISSING PERSON,Bengaluru Dist,Doddaballapura,13.1408,77.6143,2026-05-26 13:13:00,Solved,Sec 363 IPC,Medium,90.2,Standard Monitoring
KSP/MAN/2024/05251,HURT / ASSAULT,Mangaluru,Panambur,12.9861,74.8116,2024-02-12 21:15:00,Charge Sheeted,"Sec 323, 324, 504 IPC",High,89.8,High Risk Zone
KSP/BEN/2026/05252,CrPC OFFENCES,Bengaluru City,Yelahanka,12.9116,77.63,2026-05-30 00:06:00,Solved,"Sec 107, 151 CrPC",Low,95.3,Standard Monitoring
KSP/BEN/2025/05253,THEFT,Bengaluru City,Electronic City,12.9912,77.6238,2025-07-25 17:57:00,Pending,Sec 379 IPC,Medium,90.5,Standard Monitoring
KSP/BEN/2025/05254,THEFT,Bengaluru City,Hebbal,12.9099,77.5165,2025-07-21 03:10:00,Charge Sheeted,Sec 379 IPC,Medium,91.2,Standard Monitoring
KSP/MYS/2025/05255,MISSING PERSON,Mysuru,Devaraja PS,12.2949,76.6449,2025-09-15 05:41:00,Charge Sheeted,Sec 363 IPC,Medium,92.1,Standard Monitoring
KSP/BEL/2026/05256,MOTOR VEHICLE ACCIDENTS NON-FATAL,Belagavi,Khade Bazar,15.809,74.5593,2026-04-09 17:30:00,Pending,"Sec 279, 337 IPC",Medium,97.3,Standard Monitoring
KSP/MAN/2026/05257,THEFT,Mangaluru,Kadri,12.9414,74.8611,2026-03-05 11:12:00,Pending,Sec 379 IPC,Medium,89.3,Standard Monitoring
KSP/BEN/2026/05258,CrPC OFFENCES,Bengaluru City,Whitefield,13.0505,77.5764,2026-03-28 12:41:00,Solved,"Sec 107, 151 CrPC",Low,91.8,Standard Monitoring
KSP/BEN/2024/05259,ROBBERY / DACOITY,Bengaluru City,Electronic City,13.0487,77.6323,2024-06-19 22:04:00,Charge Sheeted,"Sec 392, 395 IPC",Critical,92.5,High Risk Zone
KSP/BEL/2026/05260,BURGLARY / HOUSE BREAKING,Belagavi,Market PS,15.7908,74.5816,2026-04-07 01:35:00,Pending,"Sec 454, 457, 380 IPC",High,86.4,High Risk Zone
KSP/MAN/2025/05261,CrPC OFFENCES,Mandya,Srirangapatna,12.5262,76.8675,2025-04-03 08:07:00,Investigating,"Sec 107, 151 CrPC",Low,92.7,Standard Monitoring
KSP/MAN/2025/05262,THEFT,Mangaluru,Kadri,12.9839,74.8778,2025-09-19 10:08:00,Pending,Sec 379 IPC,Medium,91.8,Standard Monitoring
KSP/KOL/2026/05263,MISSING PERSON,Kolar,Town PS,13.0865,78.1285,2026-06-22 20:00:00,Investigating,Sec 363 IPC,Medium,88.4,Standard Monitoring
KSP/BEN/2024/05264,THEFT,Bengaluru Dist,Devanahalli,13.1024,77.5671,2024-04-12 09:28:00,Closed,Sec 379 IPC,Medium,89.7,Standard Monitoring
KSP/BEN/2025/05265,CYBER CRIME & FRAUD,Bengaluru Dist,Nelamangala,13.1511,77.5962,2025-06-13 20:43:00,Investigating,"Sec 66D IT Act, 420 IPC",High,94.5,High Risk Zone
KSP/KOL/2025/05266,MOTOR VEHICLE ACCIDENTS NON-FATAL,Kolar,Robertsonpet,13.2017,78.1532,2025-12-23 14:25:00,Pending,"Sec 279, 337 IPC",Medium,86.3,Standard Monitoring
KSP/VIJ/2026/05267,HURT / ASSAULT,Vijayanagara,Harapanahalli,15.2778,76.352,2026-05-21 19:42:00,Closed,"Sec 323, 324, 504 IPC",High,94.2,High Risk Zone
KSP/BEN/2024/05268,KPA 1963 VIOLATIONS,Bengaluru City,Hebbal,12.923,77.5901,2024-02-26 18:29:00,Charge Sheeted,"Sec 78, 87 KPA",Low,90.4,Standard Monitoring
KSP/BEN/2024/05269,KPA 1963 VIOLATIONS,Bengaluru Dist,Devanahalli,13.0577,77.5172,2024-07-13 18:27:00,Pending,"Sec 78, 87 KPA",Low,95.9,Standard Monitoring
KSP/TUM/2025/05270,HURT / ASSAULT,Tumakuru,Kyatsandra,13.3171,77.1719,2025-10-23 17:42:00,Solved,"Sec 323, 324, 504 IPC",High,98.3,High Risk Zone
KSP/CHI/2024/05271,BURGLARY / HOUSE BREAKING,Chitradurga,Challakere,14.2863,76.3236,2024-11-08 16:31:00,Pending,"Sec 454, 457, 380 IPC",High,86.3,High Risk Zone
KSP/BEN/2025/05272,MOTOR VEHICLE ACCIDENTS NON-FATAL,Bengaluru Dist,Doddaballapura,13.0094,77.6234,2025-04-10 18:56:00,Closed,"Sec 279, 337 IPC",Medium,88.4,Standard Monitoring
KSP/HUB/2024/05273,KPA 1963 VIOLATIONS,Hubballi-Dharwad,Dharwad Town,15.4211,75.2029,2024-04-08 19:35:00,Closed,"Sec 78, 87 KPA",Low,94.9,Standard Monitoring
KSP/BEN/2025/05274,KPA 1963 VIOLATIONS,Bengaluru Dist,Devanahalli,13.1237,77.66,2025-12-31 05:00:00,Investigating,"Sec 78, 87 KPA",Low,87.3,Standard Monitoring
KSP/BID/2025/05275,CYBER CRIME & FRAUD,Bidar,Bhalki,17.8681,77.5292,2025-08-07 22:03:00,Investigating,"Sec 66D IT Act, 420 IPC",High,93.7,High Risk Zone
KSP/BEL/2025/05276,THEFT,Belagavi,Gokak,15.8374,74.488,2025-07-07 13:42:00,Pending,Sec 379 IPC,Medium,87.9,Standard Monitoring
KSP/BEN/2025/05277,MISSING PERSON,Bengaluru Dist,Nelamangala,13.1307,77.5666,2025-11-03 21:43:00,Closed,Sec 363 IPC,Medium,94.4,Standard Monitoring
KSP/RAM/2024/05278,BURGLARY / HOUSE BREAKING,Ramanagara,Kanakapura,12.6485,77.288,2024-09-12 11:12:00,Solved,"Sec 454, 457, 380 IPC",High,96.5,High Risk Zone
KSP/BEN/2024/05279,MOTOR VEHICLE ACCIDENTS NON-FATAL,Bengaluru City,Jayanagar,13.0224,77.5496,2024-04-23 22:56:00,Pending,"Sec 279, 337 IPC",Medium,87.3,Standard Monitoring
KSP/BEN/2025/05280,BURGLARY / HOUSE BREAKING,Bengaluru Dist,Nelamangala,13.08,77.591,2025-06-19 23:20:00,Solved,"Sec 454, 457, 380 IPC",High,92.9,High Risk Zone
KSP/BEN/2026/05281,CrPC OFFENCES,Bengaluru City,Jayanagar,12.9493,77.588,2026-01-22 07:11:00,Investigating,"Sec 107, 151 CrPC",Low,91.8,Standard Monitoring
KSP/BEN/2024/05282,THEFT,Bengaluru Dist,Devanahalli,13.1433,77.582,2024-05-23 06:28:00,Pending,Sec 379 IPC,Medium,95.5,Standard Monitoring
KSP/BID/2024/05283,MISSING PERSON,Bidar,Bhalki,17.9512,77.4612,2024-10-05 19:21:00,Solved,Sec 363 IPC,Medium,95.3,Standard Monitoring
KSP/RAM/2025/05284,THEFT,Ramanagara,Ijoor PS,12.7168,77.3554,2025-08-03 05:53:00,Solved,Sec 379 IPC,Medium,85.4,Standard Monitoring
KSP/RAM/2026/05285,NARCOTICS (NDPS),Ramanagara,Channapatna,12.6743,77.3129,2026-05-06 06:21:00,Closed,"Sec 20(b), 22 NDPS Act",Critical,97.0,High Risk Zone
KSP/VIJ/2024/05286,THEFT,Vijayapura,Gandhi Chowk,16.8136,75.7767,2024-04-20 06:51:00,Closed,Sec 379 IPC,Medium,97.7,Standard Monitoring
KSP/SHI/2026/05287,CrPC OFFENCES,Shivamogga,Doddapet,13.8988,75.6461,2026-01-01 07:55:00,Solved,"Sec 107, 151 CrPC",Low,90.1,Standard Monitoring
KSP/BEL/2024/05288,MISSING PERSON,Belagavi,Khade Bazar,15.793,74.5569,2024-05-28 12:39:00,Charge Sheeted,Sec 363 IPC,Medium,91.7,Standard Monitoring
KSP/RAM/2025/05289,MOTOR VEHICLE ACCIDENTS NON-FATAL,Ramanagara,Channapatna,12.6577,77.3011,2025-12-08 20:25:00,Charge Sheeted,"Sec 279, 337 IPC",Medium,87.2,Standard Monitoring
KSP/YAD/2024/05290,CrPC OFFENCES,Yadgir,Town PS,16.7753,77.1634,2024-10-12 05:53:00,Solved,"Sec 107, 151 CrPC",Low,85.4,Standard Monitoring
KSP/RAI/2025/05291,THEFT,Raichur,Sadabad,16.249,77.3978,2025-01-11 18:19:00,Investigating,Sec 379 IPC,Medium,96.3,Standard Monitoring
KSP/VIJ/2026/05292,THEFT,Vijayapura,Gol Gumbaz PS,16.8648,75.7373,2026-07-13 23:06:00,Pending,Sec 379 IPC,Medium,94.1,Standard Monitoring
KSP/MYS/2025/05293,CrPC OFFENCES,Mysuru,Devaraja PS,12.2705,76.5836,2025-08-13 15:16:00,Solved,"Sec 107, 151 CrPC",Low,97.2,Standard Monitoring
KSP/BAL/2025/05294,BURGLARY / HOUSE BREAKING,Ballari,Cowl Bazar,15.2036,76.9865,2025-01-15 22:11:00,Pending,"Sec 454, 457, 380 IPC",High,94.2,High Risk Zone
KSP/BEN/2026/05295,THEFT,Bengaluru City,Yelahanka,12.9765,77.6304,2026-07-23 10:12:00,Pending,Sec 379 IPC,Medium,86.6,Standard Monitoring
KSP/CHI/2026/05296,MOTOR VEHICLE ACCIDENTS NON-FATAL,Chikkaballapura,Town PS,13.4436,77.7354,2026-02-21 20:27:00,Closed,"Sec 279, 337 IPC",Medium,89.4,Standard Monitoring
KSP/MYS/2025/05297,THEFT,Mysuru,Nazarbad,12.3775,76.7307,2025-05-29 16:43:00,Solved,Sec 379 IPC,Medium,95.1,Standard Monitoring
KSP/MAN/2025/05298,MOTOR VEHICLE ACCIDENTS NON-FATAL,Mangaluru,Urwa,12.8551,74.8787,2025-06-02 15:05:00,Pending,"Sec 279, 337 IPC",Medium,87.7,Standard Monitoring
KSP/DAV/2025/05299,CYBER CRIME & FRAUD,Davanagere,Harihar,14.538,75.9567,2025-06-05 13:54:00,Investigating,"Sec 66D IT Act, 420 IPC",High,89.7,High Risk Zone
KSP/BEN/2025/05300,CrPC OFFENCES,Bengaluru City,Indiranagar,12.9908,77.6592,2025-12-21 11:42:00,Solved,"Sec 107, 151 CrPC",Low,91.9,Standard Monitoring
KSP/BEN/2024/05301,CrPC OFFENCES,Bengaluru City,Koramangala,12.9202,77.5288,2024-03-18 17:28:00,Charge Sheeted,"Sec 107, 151 CrPC",Low,90.4,Standard Monitoring
KSP/TUM/2026/05302,HURT / ASSAULT,Tumakuru,Town PS,13.3205,77.0897,2026-06-03 15:18:00,Closed,"Sec 323, 324, 504 IPC",High,86.3,High Risk Zone
KSP/BEN/2024/05303,THEFT,Bengaluru City,Electronic City,12.9231,77.5687,2024-02-10 15:42:00,Pending,Sec 379 IPC,Medium,93.1,Standard Monitoring
KSP/SHI/2024/05304,MOTOR VEHICLE ACCIDENTS NON-FATAL,Shivamogga,Vinoba Nagar,13.875,75.5783,2024-08-30 23:34:00,Solved,"Sec 279, 337 IPC",Medium,93.2,Standard Monitoring
KSP/BEN/2025/05305,KPA 1963 VIOLATIONS,Bengaluru City,Hebbal,12.9921,77.63,2025-12-25 12:07:00,Pending,"Sec 78, 87 KPA",Low,92.5,Standard Monitoring
KSP/BEN/2025/05306,THEFT,Bengaluru City,Hebbal,13.0493,77.5857,2025-11-13 11:09:00,Charge Sheeted,Sec 379 IPC,Medium,90.3,Standard Monitoring
KSP/HUB/2025/05307,HURT / ASSAULT,Hubballi-Dharwad,Suburban PS,15.3198,75.0912,2025-08-04 07:28:00,Pending,"Sec 323, 324, 504 IPC",High,92.1,High Risk Zone
KSP/BEN/2025/05308,MOTOR VEHICLE ACCIDENTS NON-FATAL,Bengaluru City,Jayanagar,12.9065,77.5379,2025-04-28 21:28:00,Investigating,"Sec 279, 337 IPC",Medium,95.4,Standard Monitoring
KSP/UDU/2024/05309,MOTOR VEHICLE ACCIDENTS NON-FATAL,Udupi,Malpe,13.3094,74.7614,2024-03-21 08:35:00,Pending,"Sec 279, 337 IPC",Medium,98.1,Standard Monitoring
KSP/VIJ/2025/05310,ROBBERY / DACOITY,Vijayanagara,Harapanahalli,15.3191,76.3491,2025-12-08 14:02:00,Solved,"Sec 392, 395 IPC",Critical,94.8,High Risk Zone
KSP/HUB/2025/05311,KPA 1963 VIOLATIONS,Hubballi-Dharwad,Gokul Road,15.3619,75.1138,2025-01-12 13:54:00,Pending,"Sec 78, 87 KPA",Low,86.2,Standard Monitoring
KSP/BEN/2026/05312,BURGLARY / HOUSE BREAKING,Bengaluru City,Koramangala,12.985,77.6649,2026-06-19 02:23:00,Pending,"Sec 454, 457, 380 IPC",High,93.0,High Risk Zone
KSP/DAV/2025/05313,MOTOR VEHICLE ACCIDENTS NON-FATAL,Davanagere,Vidyanagar,14.4456,75.8616,2025-08-24 01:24:00,Pending,"Sec 279, 337 IPC",Medium,85.5,Standard Monitoring
KSP/BEN/2026/05314,BURGLARY / HOUSE BREAKING,Bengaluru City,Jayanagar,12.8965,77.5546,2026-04-09 15:49:00,Solved,"Sec 454, 457, 380 IPC",High,89.0,High Risk Zone
KSP/BEN/2025/05315,MOTOR VEHICLE ACCIDENTS NON-FATAL,Bengaluru City,Jayanagar,12.9174,77.5455,2025-06-10 11:46:00,Charge Sheeted,"Sec 279, 337 IPC",Medium,92.5,Standard Monitoring
KSP/CHI/2025/05316,CrPC OFFENCES,Chikkaballapura,Chintamani,13.4116,77.7789,2025-12-16 18:38:00,Closed,"Sec 107, 151 CrPC",Low,89.9,Standard Monitoring
KSP/BEN/2025/05317,CYBER CRIME & FRAUD,Bengaluru City,Koramangala,12.9415,77.6452,2025-02-09 09:18:00,Solved,"Sec 66D IT Act, 420 IPC",High,93.3,High Risk Zone
KSP/UDU/2024/05318,BURGLARY / HOUSE BREAKING,Udupi,Manipal,13.3273,74.7675,2024-05-07 20:29:00,Pending,"Sec 454, 457, 380 IPC",High,98.5,High Risk Zone
KSP/HUB/2025/05319,HURT / ASSAULT,Hubballi-Dharwad,Vidyagiri,15.2912,75.1983,2025-03-09 05:43:00,Pending,"Sec 323, 324, 504 IPC",High,86.7,High Risk Zone
KSP/MYS/2024/05320,HURT / ASSAULT,Mysuru,KRS Road,12.3682,76.6539,2024-09-02 05:19:00,Investigating,"Sec 323, 324, 504 IPC",High,93.3,High Risk Zone
KSP/YAD/2024/05321,KPA 1963 VIOLATIONS,Yadgir,Shorapur,16.7809,77.2099,2024-03-12 01:59:00,Closed,"Sec 78, 87 KPA",Low,93.0,Standard Monitoring
KSP/BEN/2024/05322,THEFT,Bengaluru Dist,Nelamangala,13.0827,77.6329,2024-02-17 20:47:00,Closed,Sec 379 IPC,Medium,94.7,Standard Monitoring
